sample_id,text_prompt,category,style,quality_level,color_palette,aspect_ratio,prompt_length,word_count,complexity_score,text_sentiment,text_clarity,text_specificity,image_width,image_height,image_channels,color_depth,noise_level,sharpness_score,brightness,contrast,saturation,hue_variance,edge_density,texture_score,composition_score,aesthetic_score,clip_score,fid_score,inception_score,ssim_score,psnr_score,generation_time_img,gpu_memory_img,inference_steps,guidance_scale,seed_value,video_fps,video_duration,total_frames,video_width,video_height,video_bitrate,compression_ratio,motion_score,temporal_consistency,scene_coherence,transition_type,video_quality_score,optical_flow_score,video_sentiment,generation_time_vid,gpu_memory_vid,model_version,batch_size,learning_rate,epoch_trained,training_loss,validation_loss,perceptual_loss,adversarial_loss,user_rating,expert_rating,human_preference_score,prompt_adherence,creative_score,technical_quality,dataset_split,overall_quality_score,quality_label,quality_class
779,A realistic flower garden at dawn,animals,watercolor,high,neutral,16:9,46,33,0.9115,-0.0915,0.9102,0.437,1024,256,3,16,0.1611,0.5127,0.6157,0.9027,0.8439,0.6222,0.8955,0.357,0.3503,0.7512,0.8591,72.7324,8.8853,0.8092,33.9587,13.3218,8.0996,98,1.3126,209512,24,59.88,89,1080,720,6943,0.4788,0.5481,0.8743,0.5839,wipe,0.9477,0.2649,-0.0525,206.677,11.6956,v3.0,4,0.0005,26,0.417095,1.804029,0.614302,1.294586,3.73,3.54,0.5563,0.6389,0.8937,0.7728,train,0.7835,1,high
780,A realistic mountain landscape at dawn,fashion,cinematic,high,dark,4:3,134,18,0.1434,-0.0086,0.5766,0.1753,256,1280,3,8,0.0142,0.6971,0.8522,0.3365,0.6807,0.4328,0.6192,0.3226,0.3388,0.5331,0.5135,17.7985,8.563,0.647,29.2758,18.9672,7.8668,49,10.9513,110438,24,59.4,304,1080,1080,1013,0.2764,0.0578,0.5514,0.7802,wipe,0.8818,0.3376,-0.6361,92.1987,13.351,v3.0,2,1e-05,426,1.842768,1.894427,0.066216,2.553609,2.96,3.83,0.5916,0.6182,0.8069,0.8275,train,0.6214,0,low
781,A beautiful urban street in blue hour,technology,digital_art,medium,pastel,16:9,187,34,0.5648,-0.1686,0.7215,0.5139,1024,768,3,8,0.4907,0.8179,0.3718,0.6913,0.5963,0.6153,0.5652,0.4412,0.9715,0.6737,0.5256,189.7582,2.8954,0.5233,30.3999,15.4796,18.1719,47,9.8893,684517,24,17.13,1349,1080,720,6921,0.5023,0.4626,0.9717,0.8078,fade,0.469,0.5551,0.7935,234.1093,24.7897,v1.0,4,1e-05,453,1.198723,0.849343,0.569629,1.62327,2.48,1.44,0.0927,0.588,0.6276,0.699,train,0.7122,1,medium
782,A detailed arctic tundra in blue hour,food,cinematic,professional,pastel,16:9,93,19,0.3025,-0.105,0.986,0.6989,1920,1280,3,8,0.0639,0.7093,0.2623,0.5062,0.9603,0.3156,0.3854,0.6526,0.8264,0.8047,0.9935,63.1704,2.8346,0.9813,38.9938,3.8849,13.0799,89,8.0183,554309,24,36.58,1036,480,720,8879,0.2462,0.1226,0.6284,0.4815,cut,0.9591,0.7302,0.3025,216.8795,41.5911,v1.5,2,5e-05,282,1.120513,2.115143,0.851292,1.227489,3.21,3.85,0.2634,0.9937,0.2134,0.7389,train,0.823,1,high
783,A vibrant city skyline at dawn,portrait,vintage,low,pastel,16:9,111,33,0.4452,-0.0735,0.6169,0.913,1920,512,3,8,0.3732,0.6455,0.5624,0.4369,0.4815,0.7148,0.2312,0.2913,0.966,0.6516,0.6325,180.1805,4.4132,0.7095,21.6195,24.3739,18.3482,21,3.5865,973337,30,16.23,1512,720,720,2258,0.8955,0.7424,0.6519,0.7595,fade,0.3629,0.22,-0.0026,57.9077,14.4358,v3.0,16,5e-05,317,0.738403,2.304665,1.222876,1.18567,3.72,2.21,0.588,0.7015,0.2561,0.4552,train,0.6436,0,medium
784,A dynamic autumn forest in blue hour,fashion,modern,medium,dark,3:2,104,18,0.5443,0.9961,0.5251,0.7874,256,256,3,8,0.2191,0.4601,0.5857,0.4938,0.7587,0.4308,0.3151,0.5094,0.423,0.2855,0.5346,133.6782,6.0198,0.9819,43.9846,5.3113,21.9002,37,11.3119,448577,30,35.68,715,1080,480,2790,0.3022,0.7983,0.656,0.4232,dissolve,0.6712,0.1073,0.3634,112.9993,42.9118,v1.5,16,1e-05,218,1.952609,1.134967,1.058004,2.047427,4.98,4.67,0.0436,0.6262,0.7959,0.708,train,0.5277,0,very_low
785,A vibrant waterfall during eclipse,food,oil_painting,low,cool,3:2,135,7,0.5051,-0.7671,0.673,0.1714,512,512,3,8,0.234,0.7592,0.5034,0.9076,0.2768,0.5892,0.7615,0.8484,0.6524,0.3117,0.4689,121.9475,4.3844,0.9504,39.7835,23.6631,5.7188,67,6.8037,516663,24,16.59,414,720,720,6434,0.4175,0.3808,0.6842,0.5628,none,0.4054,0.5048,0.3752,177.398,11.944,v1.5,2,5e-05,436,0.975547,1.105196,1.379557,1.323446,2.89,3.5,0.8525,0.9441,0.3362,0.467,train,0.5707,0,low
786,A colorful city skyline during storm,abstract,modern,low,vibrant,21:9,94,26,0.7733,-0.4294,0.7555,0.2492,512,256,3,8,0.296,0.8301,0.8783,0.9024,0.8168,0.8648,0.2571,0.2292,0.729,0.38,0.7263,37.0746,1.526,0.7463,34.8758,7.1051,14.6799,19,13.7579,435019,24,47.53,836,720,480,8305,0.7361,0.5995,0.7995,0.5588,none,0.8817,0.2361,0.9567,25.1478,11.6796,v2.0,2,5e-05,104,1.665431,0.642976,0.325003,0.178051,2.22,3.33,0.2581,0.506,0.4933,0.4419,validation,0.5551,0,low
787,An amazing tropical beach in rain,technology,vintage,medium,vibrant,1:1,103,37,0.9207,-0.5784,0.5279,0.1403,1920,1080,3,8,0.4559,0.6982,0.4951,0.3826,0.7453,0.0546,0.8791,0.4745,0.9772,0.5552,0.547,152.6263,2.7067,0.6199,23.9923,9.3171,7.9049,52,6.8442,198424,24,29.31,1733,720,480,6744,0.3185,0.2562,0.9818,0.4431,cut,0.3507,0.9315,0.6284,133.1893,42.6919,v1.5,2,5e-05,215,1.80671,1.621252,0.021668,2.423637,3.48,3.31,0.2571,0.6725,0.2806,0.8175,train,0.671,0,medium
788,A realistic night sky in rain,abstract,modern,high,pastel,3:2,102,27,0.3702,0.0884,0.7133,0.2075,512,512,3,8,0.2803,0.8728,0.59,0.925,0.386,0.9712,0.3092,0.2624,0.648,0.7317,0.666,103.0275,2.8707,0.7078,39.2588,8.968,23.3924,58,17.0939,373918,30,42.02,38,720,720,8262,0.6843,0.5365,0.9366,0.7495,none,0.6298,0.3167,0.1445,122.32,28.6278,v1.0,8,0.0005,418,0.363636,1.617826,1.420929,0.568097,2.66,1.91,0.0369,0.9601,0.53,0.4254,train,0.7532,1,high
789,A stunning ocean view during eclipse,technology,cinematic,professional,monochrome,3:2,157,11,0.1221,-0.9944,0.6267,0.5325,1280,768,3,32,0.4014,0.7195,0.2413,0.8214,0.9655,0.8968,0.555,0.773,0.4072,0.5845,0.9706,72.8756,8.9411,0.834,25.3105,9.8753,15.6778,98,1.6349,197965,12,43.44,1481,480,1080,7512,0.3364,0.5297,0.9501,0.6276,dissolve,0.8562,0.1402,0.1197,199.7188,32.0073,v1.5,8,5e-05,66,0.016315,1.159056,1.112878,2.316349,2.41,1.49,0.1584,0.5339,0.6154,0.9516,train,0.7727,1,high
790,A dynamic tropical beach in blue hour,portrait,sketch,low,monochrome,16:9,34,24,0.9046,0.8422,0.6061,0.2978,1024,1080,3,16,0.421,0.8237,0.2307,0.3229,0.8898,0.5129,0.2647,0.9771,0.8349,0.5832,0.7885,60.8754,6.1884,0.6471,20.1419,1.1584,3.6869,76,1.9903,300986,12,53.71,352,720,720,6391,0.481,0.3485,0.5837,0.6623,fade,0.7377,0.7499,-0.1428,62.5413,33.4565,v2.1,8,0.001,292,1.830538,0.333777,1.372828,0.202971,2.6,3.35,0.6771,0.8661,0.5518,0.9502,train,0.7543,1,high
791,A beautiful mountain landscape at sunset,fashion,modern,low,dark,1:1,64,11,0.9809,0.0622,0.632,0.6831,1280,256,3,8,0.3247,0.9529,0.6077,0.8304,0.8036,0.6776,0.856,0.2461,0.3499,0.2487,0.9382,74.6583,1.3077,0.9621,41.2511,7.8729,11.6563,43,4.9629,741487,12,49.62,959,1080,720,3361,0.3592,0.1232,0.8395,0.466,zoom,0.8164,0.6684,-0.3896,205.216,27.6276,v1.0,2,1e-05,244,0.002432,1.314175,0.906092,0.521977,2.57,2.06,0.093,0.8958,0.2016,0.648,train,0.6899,1,medium
792,A stunning futuristic city in rain,animals,digital_art,high,neutral,1:1,101,21,0.49,0.7922,0.5527,0.1291,768,1280,3,32,0.3193,0.4905,0.8419,0.3105,0.5551,0.5014,0.5318,0.6436,0.4547,0.3175,0.6785,149.7515,2.1039,0.9205,44.5103,23.3764,14.4236,72,1.7592,885292,24,52.31,616,1080,480,1359,0.5881,0.4053,0.7064,0.4885,pan,0.5354,0.5746,0.1881,7.5528,34.8567,v1.5,4,0.0005,498,1.87299,2.167599,0.996872,1.129028,3.72,2.34,0.4551,0.7408,0.3683,0.4449,validation,0.572,0,low
793,A serene night sky in golden hour,abstract,watercolor,medium,pastel,16:9,26,36,0.5102,-0.3101,0.5383,0.8715,1280,256,3,16,0.4314,0.6137,0.7757,0.6185,0.6036,0.7873,0.7295,0.3293,0.9207,0.4488,0.9359,92.7155,9.252,0.8908,36.2752,15.6767,17.3976,92,15.466,656859,30,28.97,1431,1080,720,5533,0.1949,0.1304,0.7249,0.8944,wipe,0.6718,0.3699,0.9136,78.0219,45.4643,v3.0,1,1e-05,225,0.984348,2.389919,0.862351,2.761634,3.3,1.56,0.5516,0.8404,0.6012,0.4101,train,0.6886,1,medium
794,A stunning urban street in blue hour,abstract,watercolor,professional,dark,16:9,177,19,0.2297,-0.7001,0.7979,0.7099,512,1024,3,8,0.0256,0.9352,0.5947,0.4824,0.8599,0.1462,0.1552,0.94,0.9698,0.881,0.8938,174.9921,6.3437,0.9878,23.7333,8.6108,18.7207,58,13.3566,428491,24,20.11,599,1080,1080,5690,0.7314,0.3883,0.6922,0.4838,fade,0.873,0.4169,0.5819,161.4875,32.9503,v3.0,1,0.001,389,1.732035,0.42354,1.106438,0.596581,1.91,1.78,0.7261,0.5064,0.8638,0.8541,train,0.7309,1,medium
795,A stunning arctic tundra during eclipse,sports,photorealistic,low,dark,1:1,97,17,0.528,-0.6154,0.9739,0.9722,256,256,3,8,0.3185,0.6401,0.551,0.6806,0.6518,0.3188,0.5997,0.205,0.9823,0.9853,0.6029,119.3982,6.1238,0.5658,39.8167,1.7585,19.9699,40,5.097,770119,30,40.69,400,1080,480,6917,0.2087,0.6043,0.7369,0.6348,cut,0.7159,0.1579,-0.9815,128.2175,42.9666,v3.0,1,0.001,68,1.935346,1.122566,1.444613,2.122098,4.5,2.94,0.4719,0.9254,0.5271,0.5704,train,0.7498,1,high
796,A realistic forest scene at dawn,technology,artistic,low,neutral,9:16,49,7,0.373,-0.0585,0.9024,0.9575,1024,256,3,8,0.2606,0.305,0.7352,0.8757,0.5547,0.6943,0.6193,0.5017,0.4441,0.9389,0.8099,78.256,4.9132,0.9421,29.0374,10.9416,5.2783,68,2.9924,983503,30,26.37,282,1080,360,7936,0.5711,0.4687,0.6399,0.4699,cut,0.6193,0.1413,-0.5033,76.2318,14.1848,v1.0,2,1e-05,85,1.218448,0.704738,0.253181,2.168887,2.72,3.98,0.2509,0.6696,0.2436,0.333,train,0.6926,1,medium
797,A colorful futuristic city under stars,nature,cinematic,medium,dark,16:9,137,29,0.9949,-0.9195,0.9169,0.7236,1024,1080,3,8,0.1329,0.3309,0.2014,0.3337,0.3948,0.7602,0.3858,0.7786,0.6783,0.3486,0.8636,134.1413,5.2161,0.994,47.4468,24.0659,8.1107,95,6.2332,464626,30,39.92,712,480,360,7526,0.6636,0.3566,0.8978,0.7583,pan,0.9299,0.6242,-0.1557,83.831,15.458,v2.0,4,0.0001,123,0.300669,0.374778,0.903921,1.56085,1.72,1.3,0.7294,0.7932,0.4024,0.396,train,0.6811,0,medium
798,A colorful arctic tundra in blue hour,fashion,cartoon,high,vibrant,16:9,174,36,0.2664,0.5636,0.8675,0.2422,1024,1024,3,8,0.3908,0.3703,0.4786,0.5219,0.5544,0.816,0.3125,0.7306,0.6113,0.6735,0.8707,35.0873,7.2455,0.7507,36.0011,18.4515,21.5823,56,7.92,762860,24,57.64,1028,720,720,5267,0.2072,0.6474,0.7716,0.8568,zoom,0.7103,0.5171,-0.6396,281.8682,35.2956,v2.1,4,0.0001,100,0.286038,1.34967,0.998514,1.741173,2.44,4.21,0.3771,0.8353,0.9845,0.6866,train,0.8076,1,high
799,A dynamic night sky in golden hour,technology,vintage,ultra,neutral,1:1,68,20,0.4407,0.5813,0.978,0.2999,768,512,3,16,0.1485,0.5853,0.2683,0.6206,0.1098,0.3295,0.5566,0.548,0.7857,0.4969,0.6707,37.3546,7.7479,0.5963,46.0423,24.1708,9.1223,35,16.1639,347974,30,27.06,1487,1080,720,1897,0.7229,0.3162,0.9978,0.6959,wipe,0.9378,0.1357,0.339,205.8231,43.2527,v1.0,8,5e-05,251,0.904324,2.325774,0.537724,0.733251,1.35,4.55,0.9018,0.594,0.777,0.5189,train,0.6704,0,medium
800,A colorful desert dunes in golden hour,sports,oil_painting,high,neutral,9:16,120,5,0.6549,0.4039,0.9753,0.3498,1024,512,3,16,0.3896,0.5671,0.5411,0.853,0.8865,0.5183,0.7972,0.6119,0.6398,0.6225,0.8501,90.7732,3.0113,0.7132,26.6639,7.6166,18.2726,80,6.7167,6817,30,49.07,845,1920,720,2955,0.7608,0.7305,0.7478,0.8826,dissolve,0.5773,0.3832,0.9841,174.0629,43.8529,v1.5,16,0.0005,496,0.889995,2.366345,0.151908,1.335272,3.45,1.58,0.2059,0.9314,0.8953,0.6831,train,0.8103,1,high
801,A beautiful arctic tundra in rain,landscape,cinematic,low,warm,21:9,195,7,0.4106,0.7927,0.8892,0.484,1920,256,1,8,0.4562,0.733,0.7419,0.5801,0.6907,0.2376,0.4613,0.3183,0.7036,0.6568,0.766,170.9699,3.4109,0.8838,40.6815,19.6203,7.8351,97,10.3932,413270,24,43.76,308,480,720,2118,0.5106,0.2232,0.5719,0.6403,wipe,0.9906,0.2263,-0.0663,44.6968,18.0794,v3.0,16,1e-05,194,0.236932,1.220064,0.240487,2.950046,2.24,1.33,0.9461,0.8284,0.5103,0.8935,train,0.7751,1,high
802,An amazing tropical beach during eclipse,technology,watercolor,low,neutral,9:16,188,24,0.527,0.099,0.858,0.6138,768,512,3,8,0.2861,0.4482,0.537,0.3815,0.7496,0.5838,0.8225,0.3274,0.6836,0.2657,0.9838,97.4763,5.5991,0.697,46.2861,13.2568,16.4002,68,5.23,299764,60,48.2,1419,1920,480,4661,0.7271,0.9963,0.9685,0.4248,cut,0.5224,0.4246,0.4818,7.9098,20.2333,v3.0,2,0.001,176,0.016207,1.788602,0.46306,1.625065,3.56,1.5,0.6423,0.5617,0.3395,0.9601,test,0.7149,1,medium
803,A vibrant flower garden at sunset,animals,photorealistic,professional,neutral,4:3,100,32,0.9761,-0.0414,0.6526,0.7143,512,1024,3,8,0.4018,0.5946,0.4109,0.3339,0.5319,0.7293,0.4676,0.8247,0.4303,0.4231,0.4507,19.2222,3.8695,0.5092,47.0212,14.4187,16.2021,61,9.6172,695937,12,58.47,1020,480,1080,2167,0.7113,0.5692,0.784,0.7395,pan,0.7063,0.303,0.4426,176.0662,29.1184,v2.0,16,1e-05,16,1.042116,2.014354,0.555595,1.821117,4.4,4.94,0.0186,0.7746,0.7447,0.8298,train,0.6324,0,low
804,A colorful autumn forest under stars,fashion,modern,high,cool,9:16,49,26,0.5573,0.0584,0.5456,0.1681,256,1280,3,8,0.1303,0.7832,0.5263,0.729,0.9714,0.0091,0.3405,0.5583,0.8964,0.6394,0.737,150.8599,1.8118,0.7345,44.3695,3.6376,3.2376,51,12.6003,766631,24,27.19,976,1920,720,4566,0.3409,0.3146,0.5485,0.561,wipe,0.3175,0.2772,-0.1203,192.6683,4.7521,v1.5,2,0.0005,85,1.711403,1.233857,0.587873,2.538498,3.92,3.32,0.9412,0.9722,0.459,0.4897,train,0.683,1,medium
805,A colorful urban street in fog,sports,cartoon,ultra,vibrant,16:9,22,5,0.9193,-0.6361,0.5464,0.6495,512,512,4,8,0.0782,0.993,0.4469,0.3415,0.7399,0.0057,0.1317,0.5229,0.3554,0.9415,0.6785,187.5163,6.7104,0.72,23.3836,21.8887,20.8137,63,12.9812,194517,30,6.35,560,720,480,9347,0.8237,0.0388,0.7639,0.949,wipe,0.9659,0.1163,-0.8805,170.5971,46.2466,v1.5,4,0.001,311,1.526443,1.468884,1.102203,2.941678,3.45,3.08,0.5212,0.7674,0.8697,0.4804,train,0.7413,1,high
806,A beautiful urban street in golden hour,landscape,cartoon,professional,pastel,3:2,56,18,0.1388,0.0246,0.8681,0.1533,1280,256,3,8,0.2837,0.6322,0.3146,0.8743,0.9884,0.4195,0.6759,0.2914,0.4439,0.2317,0.4509,58.2729,6.3317,0.8227,34.7935,8.1934,17.3038,52,15.1518,959189,24,42.91,1550,720,480,3849,0.1345,0.9255,0.6118,0.5313,pan,0.6293,0.7335,0.4904,53.8662,36.1114,v1.5,16,0.0005,499,0.561164,1.226766,1.191887,1.244669,2.94,4.66,0.9646,0.8942,0.9624,0.3091,train,0.5186,0,very_low
807,A stunning night sky during eclipse,architecture,artistic,ultra,warm,1:1,49,19,0.2078,0.0835,0.5142,0.8443,1024,1280,3,32,0.213,0.302,0.7286,0.8704,0.9913,0.4154,0.6857,0.8008,0.5788,0.6323,0.6618,61.9626,3.8955,0.5805,30.6089,23.7969,1.9878,44,14.7506,368928,60,13.93,520,1080,720,2353,0.1222,0.8733,0.5576,0.4181,none,0.6891,0.4618,0.767,187.4345,42.6565,v1.0,2,0.001,225,0.192218,2.369841,0.466638,2.84521,1.79,2.99,0.9171,0.6622,0.5561,0.7991,train,0.6348,0,medium
808,A dramatic forest scene in fog,sports,sketch,professional,neutral,21:9,73,36,0.9501,0.5292,0.9082,0.1364,1280,1280,3,16,0.2121,0.7319,0.3397,0.9954,0.5515,0.5581,0.6377,0.6218,0.431,0.7889,0.8784,165.9469,8.8906,0.5187,28.2962,26.145,20.3979,72,18.671,792531,24,57.74,221,720,1080,5177,0.1463,0.4232,0.956,0.8461,zoom,0.727,0.4635,-0.6573,190.396,28.398,v1.5,4,5e-05,34,1.968957,0.24559,0.645091,0.494236,1.22,2.35,0.1081,0.7116,0.6323,0.7818,validation,0.7746,1,high
809,A beautiful urban street in morning light,architecture,artistic,high,cool,16:9,132,22,0.2159,-0.3042,0.6832,0.451,768,1280,4,8,0.0638,0.6641,0.782,0.6363,0.8869,0.3976,0.2011,0.699,0.527,0.5207,0.5016,84.6538,7.85,0.6144,36.6942,4.2372,16.5411,70,9.7817,333538,24,55.96,1726,1920,720,4298,0.2835,0.3879,0.5765,0.737,none,0.9397,0.3454,-0.4632,35.2643,10.6213,v1.5,8,1e-05,406,0.629231,2.085971,1.345827,1.072163,3.35,3.31,0.3844,0.5321,0.519,0.5628,train,0.5605,0,low
810,A detailed mountain landscape in golden hour,fashion,modern,low,cool,21:9,105,26,0.7629,-0.8155,0.596,0.478,512,256,3,8,0.4686,0.5469,0.6521,0.5498,0.5643,0.6876,0.6176,0.4429,0.9735,0.207,0.4539,160.9303,1.2311,0.7032,32.7254,15.9304,23.5541,65,4.8933,247637,24,16.47,1765,1080,1080,7784,0.2989,0.8525,0.9592,0.9594,zoom,0.427,0.7714,0.247,203.9733,21.9227,v2.0,2,0.001,140,0.036647,0.713357,0.975989,2.681253,2.23,1.71,0.0625,0.7015,0.6754,0.4653,train,0.572,0,low
811,A realistic tropical beach during storm,abstract,cinematic,ultra,dark,1:1,119,20,0.5014,0.1949,0.7038,0.6133,1024,1280,3,8,0.0541,0.5342,0.7705,0.9712,0.2916,0.3125,0.7754,0.3465,0.3267,0.4214,0.9198,190.166,8.9576,0.6055,23.5651,4.5153,4.6652,52,13.9775,842778,24,36.06,484,1920,1080,3457,0.611,0.9376,0.843,0.5622,zoom,0.8765,0.785,-0.3968,79.6854,20.279,v1.5,8,0.0001,55,0.354105,0.673233,0.078783,1.49506,3.69,2.3,0.3829,0.8763,0.4003,0.9327,train,0.7484,1,high
812,A dramatic futuristic city in fog,sports,digital_art,high,pastel,21:9,104,15,0.4661,0.5759,0.8516,0.1859,1920,1024,3,16,0.1457,0.8084,0.2963,0.8613,0.1292,0.1893,0.6466,0.7179,0.8323,0.2383,0.8539,38.0028,4.9757,0.7884,37.1611,12.2215,9.954,35,8.0863,858080,24,4.77,1106,1080,480,5461,0.491,0.8573,0.5105,0.4123,dissolve,0.6915,0.111,0.9251,20.8916,32.7845,v2.0,8,0.0001,489,1.457541,2.3231,1.432515,0.312186,4.63,4.04,0.3274,0.8878,0.8152,0.498,validation,0.5667,0,low
813,A dramatic night sky during eclipse,portrait,vintage,ultra,pastel,9:16,154,11,0.6933,0.9391,0.6376,0.9398,768,1280,3,8,0.2362,0.5256,0.4724,0.4656,0.4219,0.7752,0.6064,0.6334,0.448,0.2401,0.8044,86.6491,5.9121,0.6308,29.9257,7.4878,22.1901,48,7.7236,998988,24,17.54,891,720,480,2482,0.358,0.6836,0.9152,0.4486,cut,0.8256,0.3776,-0.7807,71.8079,12.5201,v1.5,2,0.0001,440,0.267387,2.448864,0.532797,1.3963,4.9,4.47,0.7605,0.9437,0.7844,0.4716,train,0.6423,0,medium
814,A serene waterfall at sunset,architecture,cartoon,high,monochrome,1:1,27,13,0.7548,-0.8195,0.5868,0.4449,512,1080,3,16,0.3715,0.9814,0.2908,0.8782,0.7399,0.2539,0.8272,0.2348,0.4953,0.5677,0.959,132.5296,7.8368,0.514,34.8549,25.8177,21.2254,62,11.4053,683613,24,27.35,211,1920,720,966,0.4418,0.5778,0.8541,0.4249,dissolve,0.7485,0.6392,-0.705,79.0977,26.72,v2.0,16,0.0005,48,1.79986,1.663826,0.079419,0.986261,2.17,2.29,0.7108,0.5368,0.4507,0.5718,validation,0.6463,0,medium
815,A stunning night sky in fog,animals,oil_painting,professional,vibrant,16:9,105,5,0.9388,0.4927,0.8689,0.4566,512,1080,4,8,0.314,0.367,0.2003,0.901,0.2832,0.6505,0.6763,0.2412,0.7986,0.6108,0.7291,120.9333,9.6598,0.7054,46.2272,28.9301,3.4499,21,19.3302,136477,30,8.16,767,1080,480,3968,0.6391,0.7829,0.6814,0.7932,zoom,0.3632,0.7936,-0.811,159.8285,27.4026,v3.0,16,0.001,457,0.145955,0.249548,0.75917,0.523092,2.93,4.43,0.4787,0.9614,0.5768,0.7503,train,0.7181,1,medium
816,A dynamic arctic tundra in golden hour,portrait,cinematic,high,monochrome,3:2,82,12,0.3312,0.1917,0.9403,0.3188,768,1024,3,8,0.036,0.3609,0.7292,0.9028,0.6307,0.0632,0.3312,0.9767,0.3284,0.3522,0.6896,175.2304,2.1455,0.8178,46.6647,1.6644,7.565,13,8.507,311292,24,31.53,1578,1080,720,3767,0.6327,0.932,0.6899,0.6665,pan,0.4406,0.7629,0.8131,157.8707,27.3097,v2.0,1,1e-05,123,1.510618,1.197723,1.051311,2.914729,1.87,1.8,0.6346,0.7434,0.2111,0.5822,train,0.6189,0,low
817,A dynamic tropical beach in rain,food,oil_painting,professional,dark,16:9,177,15,0.7283,-0.9693,0.7928,0.8026,256,256,3,8,0.0227,0.9458,0.8845,0.8824,0.4707,0.7878,0.6788,0.4578,0.4621,0.2795,0.958,45.8498,5.2212,0.5869,40.5064,10.0382,19.411,59,2.1163,816994,24,41.39,1173,1080,720,1838,0.8039,0.2302,0.7208,0.4948,none,0.5482,0.6657,-0.9237,180.9163,30.9716,v2.1,8,1e-05,328,0.169293,2.226835,1.078249,0.760163,1.74,2.49,0.6696,0.8543,0.611,0.4074,train,0.6257,0,low
818,A stunning autumn forest in blue hour,food,photorealistic,low,neutral,4:3,112,9,0.4081,0.4365,0.7619,0.107,512,256,3,16,0.2855,0.5967,0.6499,0.5105,0.8013,0.2357,0.8947,0.955,0.3845,0.2746,0.5787,67.367,9.6172,0.5617,25.3462,4.1044,15.331,52,12.3068,120082,30,18.34,1783,1080,1080,9508,0.3413,0.9592,0.8881,0.5502,cut,0.9695,0.83,-0.7907,221.183,18.797,v2.0,16,1e-05,74,0.957378,2.314564,1.282781,0.868868,1.15,4.76,0.1186,0.64,0.5507,0.7677,train,0.6366,0,medium
819,A realistic night sky in rain,landscape,oil_painting,professional,cool,1:1,157,33,0.7458,-0.9476,0.8774,0.1956,1024,1080,3,16,0.0061,0.6368,0.2763,0.5332,0.883,0.3955,0.4244,0.657,0.6897,0.5114,0.8795,32.4698,5.9352,0.5437,32.6986,11.8358,18.4156,64,11.7926,198161,30,45.18,241,1920,1080,6538,0.6415,0.0184,0.7123,0.5739,wipe,0.4392,0.9583,0.4596,201.5591,37.153,v1.5,4,0.001,207,1.735327,1.268418,0.801502,2.43579,3.38,2.24,0.2936,0.7802,0.336,0.9798,train,0.7494,1,high
820,A vibrant urban street in golden hour,abstract,cartoon,medium,warm,16:9,68,10,0.2279,0.5705,0.8663,0.5237,1280,256,3,8,0.2817,0.368,0.8407,0.922,0.5751,0.6717,0.2215,0.3479,0.8909,0.6314,0.6992,96.9787,8.667,0.9647,42.3372,10.7691,21.2526,47,12.4451,955392,24,55.26,809,1080,360,2098,0.1879,0.8656,0.5319,0.5442,zoom,0.5679,0.2995,0.8227,8.3006,11.8201,v3.0,4,0.001,239,1.284835,2.013289,0.243768,2.676833,1.86,1.36,0.7805,0.9931,0.86,0.3512,test,0.6472,0,medium
821,A detailed ocean view under stars,fashion,cartoon,low,vibrant,9:16,140,16,0.5118,0.4426,0.5031,0.9715,768,1280,3,32,0.0911,0.5513,0.6592,0.4741,0.636,0.1154,0.1297,0.5487,0.8334,0.8662,0.58,101.513,9.2361,0.8281,39.4205,5.1092,4.0922,94,9.4222,258529,30,22.86,1589,720,720,1680,0.4248,0.7375,0.6656,0.4552,none,0.6064,0.7762,-0.4161,231.2609,14.0729,v3.0,4,0.001,292,1.129316,0.253522,1.398337,1.485915,3.23,4.79,0.5763,0.7349,0.8947,0.6991,test,0.6951,1,medium
822,A dynamic desert dunes in fog,sports,cartoon,high,neutral,9:16,58,11,0.2653,0.3758,0.6409,0.132,256,512,3,8,0.095,0.6951,0.7986,0.5956,0.1766,0.2072,0.3288,0.7976,0.5099,0.9991,0.4568,7.1724,5.0327,0.7563,49.3907,9.3203,22.2409,67,6.5478,474873,30,9.11,279,1080,480,7112,0.6586,0.1737,0.6075,0.8692,pan,0.4183,0.7856,-0.6311,227.9922,29.5016,v1.5,2,0.0001,168,0.308702,2.209456,0.335945,0.670641,3.73,1.86,0.0044,0.744,0.4834,0.3508,train,0.7082,1,medium
823,A vibrant flower garden under stars,nature,cinematic,high,dark,21:9,53,16,0.4028,-0.76,0.966,0.1558,512,512,3,8,0.0896,0.3628,0.6671,0.3577,0.7518,0.3916,0.6804,0.9592,0.9176,0.4736,0.931,68.3233,6.8123,0.5915,36.6077,21.6948,5.6943,90,18.5542,839614,24,12.17,13,720,720,1093,0.6233,0.1751,0.7128,0.7736,none,0.9707,0.1571,0.7063,112.1255,33.0619,v1.0,16,0.001,243,1.40774,1.538651,0.941478,1.802623,3.88,2.03,0.6259,0.955,0.2104,0.5005,test,0.7404,1,high
